p,N,beta,method,x_eval,u_exact_dd,u_h_dd
3,2,1.55,uniform,2.6968806263906925e-07,770.5602682849111,2.602258031750199
3,2,1.55,uniform,2.7598263924661804e-07,762.6013927160477,2.6022580115962644
3,2,1.55,uniform,2.8242413260784357e-07,754.7247218791537,2.6022579909719328
3,2,1.55,uniform,2.8901597179095113e-07,746.9294067073102,2.602257969866225
3,2,1.55,uniform,2.9576166589932564e-07,739.2146069033441,2.6022579482679054
3,2,1.55,uniform,3.026648059395689e-07,731.5794908492496,2.6022579261654766
3,2,1.55,uniform,3.097290667331407e-07,724.0232355165406,2.6022579035471725
3,2,1.55,uniform,3.169582088726115e-07,716.545026377536,2.602257880400952
3,2,1.55,uniform,3.243560807235811e-07,709.1440573175557,2.602257856714494
3,2,1.55,uniform,3.3192662047331894e-07,701.8195305480253,2.602257832475189
3,2,1.55,uniform,3.3967385822722097e-07,694.5706565204786,2.6022578076701333
3,2,1.55,uniform,3.4760191815419815e-07,687.3966538414484,2.602257782286123
3,2,1.55,uniform,3.5571502068213824e-07,680.2967491882359,2.6022577563096436
3,2,1.55,uniform,3.640174847446138e-07,673.2701772255488,2.602257729726868
3,2,1.55,uniform,3.725137300800209e-07,666.3161805230047,2.6022577025236453
3,2,1.55,uniform,3.812082795843888e-07,659.434009473482,2.602257674685493
3,2,1.55,uniform,3.9010576171909933e-07,652.6229222123158,2.6022576461975926
3,2,1.55,uniform,3.9921091297480534e-07,645.8821845373293,2.6022576170447786
3,2,1.55,uniform,4.0852858039285653e-07,639.2110698296896,2.6022575872115317
3,2,1.55,uniform,4.180637241455762e-07,632.6088589755822,2.60225755668197
3,2,1.55,uniform,4.2782142017676126e-07,626.0748402886944,2.6022575254398426
3,2,1.55,uniform,4.3780686290381663e-07,619.6083094334967,2.6022574934685165
3,2,1.55,uniform,4.4802536798294896e-07,613.2085693493225,2.6022574607509736
3,2,1.55,uniform,4.5848237513890964e-07,606.8749301752256,2.602257427269796
3,2,1.55,uniform,4.691834510607799e-07,600.6067091756172,2.602257393007161
3,2,1.55,uniform,4.801342923653455e-07,594.4032306666711,2.6022573579448283
3,2,1.55,uniform,4.913407286296366e-07,588.263825943487,2.6022573220641334
3,2,1.55,uniform,5.028087254942475e-07,582.1878332080086,2.6022572853459756
3,2,1.55,uniform,5.145443878390924e-07,576.1745974976832,2.602257247770808
3,2,1.55,uniform,5.265539630332755e-07,570.2234706148623,2.602257209318628
3,2,1.55,uniform,5.388438442608223e-07,564.3338110569274,2.6022571699689663
3,2,1.55,uniform,5.514205739240302e-07,558.5049839471395,2.602257129700875
3,2,1.55,uniform,5.642908471262542e-07,552.7363609662025,2.602257088492918
3,2,1.55,uniform,5.774615152359826e-07,547.0273202845334,2.6022570463231585
3,2,1.55,uniform,5.909395895340976e-07,541.3772464952324,2.602257003169148
3,2,1.55,uniform,6.047322449462642e-07,535.7855305477448,2.602256959007913
3,2,1.55,uniform,6.188468238624383e-07,530.251569682207,2.602256913815946
3,2,1.55,uniform,6.332908400455115e-07,524.7747673644748,2.602256867569189
3,2,1.55,uniform,6.480719826311971e-07,519.3545332218174,2.6022568202430225
3,2,1.55,uniform,6.631981202212675e-07,513.9902829792793,2.602256771812254
3,2,1.55,uniform,6.786773050723303e-07,508.6814383966977,2.6022567222511004
3,2,1.55,uniform,6.94517777382369e-07,503.4274272063719,2.602256671533179
3,2,1.55,uniform,7.107279696773412e-07,498.22768305137333,2.6022566196314907
3,2,1.55,uniform,7.273165113001455e-07,493.0816454244984,2.6022565665184056
3,2,1.55,uniform,7.442922330043758e-07,487.9887596078462,2.6022565121656505
3,2,1.55,uniform,7.616641716552891e-07,482.94847661302293,2.60225645654429
3,2,1.55,uniform,7.794415750404951e-07,477.9602531219644,2.602256399624715
3,2,1.55,uniform,7.97633906792928e-07,473.023551428368,2.6022563413766258
3,2,1.55,uniform,8.162508514287236e-07,468.1378393797315,2.6022562817690136
3,2,1.55,uniform,8.35302319502677e-07,463.302590319989,2.6022562207701467
3,2,1.55,uniform,8.547984528840405e-07,458.5172830327393,2.6022561583475534
3,2,1.55,uniform,8.747496301554416e-07,453.78140168506303,2.6022560944680038
3,2,1.55,uniform,8.951664721378301e-07,449.0944357719173,2.6022560290974917
3,2,1.55,uniform,9.16059847544371e-07,444.4558800611055,2.6022559622012182
3,2,1.55,uniform,9.374408787663001e-07,439.8652345388164,2.6022558937435716
3,2,1.55,uniform,9.59320947793825e-07,435.32200435572463,2.6022558236881084
3,2,1.55,uniform,9.817117022752183e-07,430.82569977364864,2.6022557519975362
3,2,1.55,uniform,1.0046250617173402e-06,426.3758361127583,2.602255678633691
3,2,1.55,uniform,1.0280732238308647e-06,421.97193369933046,2.6022556035575177
3,2,1.55,uniform,1.052068671023623e-06,417.61351781404124,2.602255526729051
3,2,1.55,uniform,1.0766241770454934e-06,413.30011864079404,2.602255448107391
3,2,1.55,uniform,1.1017528137883874e-06,409.0312712160754,2.6022553676506854
3,2,1.55,uniform,1.1274679582449471e-06,404.8065153788343,2.602255285316103
3,2,1.55,uniform,1.153783299629662e-06,400.625395720879,2.602255201059814
3,2,1.55,uniform,1.180712846666189e-06,396.4874615377868,2.6022551148369653
3,2,1.55,uniform,1.208270935044776e-06,392.39226678031844,2.602255026601657
3,2,1.55,uniform,1.236472235053715e-06,388.33937000633887,2.602254936306918
3,2,1.55,uniform,1.2653317593889428e-06,384.3283343332298,2.60225484390468
3,2,1.55,uniform,1.2948648711459048e-06,380.35872739079696,2.602254749345755
3,2,1.55,uniform,1.3250872919979539e-06,376.4301212746621,2.6022546525798043
3,2,1.55,uniform,1.356015110565632e-06,372.5420925001378,2.6022545535553157
3,2,1.55,uniform,1.3876647909813072e-06,368.694221956576,2.602254452219575
3,2,1.55,uniform,1.4200531816536819e-06,364.88609486219235,2.602254348518636
3,2,1.55,uniform,1.4531975242368955e-06,361.1173007193533,2.6022542423972954
3,2,1.55,uniform,1.4871154628089536e-06,357.3874332703266,2.60225413379906
3,2,1.55,uniform,1.5218250532643868e-06,353.696090453489,2.6022540226661186
3,2,1.55,uniform,1.5573447729261351e-06,350.0428743599855,2.602253908939311
3,2,1.55,uniform,1.593693530381776e-06,346.4273911908373,2.6022537925580957
3,2,1.55,uniform,1.6308906755493342e-06,342.84925121449174,2.602253673460518
3,2,1.55,uniform,1.668956009978023e-06,339.3080687248114,2.6022535515831775
3,2,1.55,uniform,1.7079097973894268e-06,335.803461999496,2.602253426861194
3,2,1.55,uniform,1.7477727744646807e-06,332.33505325893617,2.602253299228173
3,2,1.55,uniform,1.7885661618834618e-06,328.90246862548935,2.6022531686161705
3,2,1.55,uniform,1.8303116756206132e-06,325.505338083178,2.602253034955656
3,2,1.55,uniform,1.8730315385064386e-06,322.14329543780383,2.6022528981754762
3,2,1.55,uniform,1.916748492056813e-06,318.81597827747385,2.6022527582028188
3,2,1.55,uniform,1.9614858085794294e-06,315.5230279335331,2.6022526149631693
3,2,1.55,uniform,2.0072673035625683e-06,312.2640894419037,2.6022524683802764
3,2,1.55,uniform,2.0541173483530643e-06,309.0388115048201,2.6022523183761073
3,2,1.55,uniform,2.1020608831301583e-06,305.8468464529615,2.602252164870809
3,2,1.55,uniform,2.1511234301821673e-06,302.6878502079742,2.6022520077826647
3,2,1.55,uniform,2.2013311074930323e-06,299.5614822453825,2.60225184702805
3,2,1.55,uniform,2.2527106426459824e-06,296.4674055578809,2.602251682521388
3,2,1.55,uniform,2.305289387051711e-06,293.4052866190071,2.602251514175106
3,2,1.55,uniform,2.3590953305086338e-06,290.3747953471891,2.602251341899586
3,2,1.55,uniform,2.414157116103018e-06,287.3756050701633,2.602251165603118
3,2,1.55,uniform,2.4705040554568255e-06,284.4073924897626,2.602250985191854
3,2,1.55,uniform,2.5281661443315005e-06,281.4698376470647,2.6022508005697524
3,2,1.55,uniform,2.587174078595924e-06,278.56262388790304,2.602250611638532
3,2,1.55,uniform,2.6475592705670637e-06,275.685437828733,2.6022504182976167
3,2,1.55,uniform,2.709353865732049e-06,272.83796932284935,2.6022502204440836
3,2,1.55,uniform,2.7725907598604813e-06,270.0199114269561,2.6022500179726067
3,2,1.55,uniform,2.8373036165162114e-06,267.2309603680779,2.602249810775403
3,2,1.55,uniform,2.903526884977814e-06,264.47081551081544,2.6022495987421723
3,2,1.55,uniform,2.971295818577334e-06,261.7391793249381,2.602249381760041
3,2,1.55,uniform,3.0406464934670685e-06,259.0357573533119,2.6022491597135007
3,2,1.55,uniform,3.111615827824363e-06,256.36025818015827,2.602248932484347
3,2,1.55,uniform,3.1842416015046563e-06,253.712393399641,2.602248699951617
3,2,1.55,uniform,3.258562476153223e-06,251.09187758477748,2.6022484619915236
3,2,1.55,uniform,3.3346180157863626e-06,248.4984282566704,2.6022482184773907
3,2,1.55,uniform,3.4124487078528892e-06,245.9317658540591,2.6022479692795866
3,2,1.55,uniform,3.492095984787271e-06,243.39161370318334,2.6022477142654528
3,2,1.55,uniform,3.573602246065788e-06,240.87769798795958,2.6022474532992352
3,2,1.55,uniform,3.6570108807774936e-06,238.38974772046458,2.6022471862420105
3,2,1.55,uniform,3.7423662907219773e-06,235.92749471172496,2.6022469129516135
3,2,1.55,uniform,3.829713914046277e-06,233.4906735428063,2.6022466332825607
3,2,1.55,uniform,3.919100249433402e-06,231.07902153620404,2.602246347085973
3,2,1.55,uniform,4.010572880855496e-06,228.69227872752688,2.602246054209496
3,2,1.55,uniform,4.1041805029047085e-06,226.3301878374744,2.60224575449722
3,2,1.55,uniform,4.199972946715306e-06,223.99249424410328,2.602245447789596
3,2,1.55,uniform,4.2980012064907985e-06,221.67894595538073,2.602245133923351
3,2,1.55,uniform,4.398317466650228e-06,219.38929358202046,2.602244812731401
3,2,1.55,uniform,4.500975129608051e-06,217.1232903106001,2.6022444840427625
3,2,1.55,uniform,4.606028844202398e-06,214.880691876956,2.602244147682462
3,2,1.55,uniform,4.713534534786907e-06,212.66125653985188,2.6022438034714406
3,2,1.55,uniform,4.823549431001467e-06,210.46474505492154,2.6022434512264607
3,2,1.55,uniform,4.9361320982379165e-06,208.29092064887868,2.602243090760008
3,2,1.55,uniform,5.0513424688167665e-06,206.13954899399408,2.6022427218801925
3,2,1.55,uniform,5.169241873891593e-06,204.0103981828364,2.602242344390643
3,2,1.55,uniform,5.2898930760981455e-06,201.90323870327302,2.602241958090408
3,2,1.55,uniform,5.413360302965376e-06,199.8178434137306,2.6022415627738433
3,2,1.55,uniform,5.539709281106401e-06,197.75398751870995,2.6022411582305063
3,2,1.55,uniform,5.669007271207434e-06,195.71144854455403,2.6022407442450417
3,2,1.55,uniform,5.801323103833378e-06,193.69000631546655,2.6022403205970686
3,2,1.55,uniform,5.936727216069126e-06,191.68944292977798,2.602239887061062
3,2,1.55,uniform,6.075291689016077e-06,189.70954273645688,2.6022394434062326
3,2,1.55,uniform,6.217090286163833e-06,187.7500923118638,2.6022389893964055
3,2,1.55,uniform,6.362198492657495e-06,185.8108804367451,2.602238524789893
3,2,1.55,uniform,6.510693555481454e-06,183.89169807346488,2.6022380493393658
3,2,1.55,uniform,6.662654524581149e-06,181.99233834347092,2.6022375627917222
3,2,1.55,uniform,6.818162294944479e-06,180.11259650499528,2.602237064887954
3,2,1.55,uniform,6.9772996496655375e-06,178.25226993098337,2.6022365553630054
3,2,1.55,uniform,7.140151304013403e-06,176.41115808725203,2.602236033945637
3,2,1.55,uniform,7.306803950529492e-06,174.58906251087296,2.602235500358276
3,2,1.55,uniform,7.477346305177581e-06,172.7857867887788,2.6022349543168732
3,2,1.55,uniform,7.651869154570818e-06,171.00113653659164,2.602234395530748
3,2,1.55,uniform,7.830465404301182e-06,169.2349193776689,2.602233823702436
3,2,1.55,uniform,8.013230128396886e-06,167.4869449223658,2.60223323852753
3,2,1.55,uniform,8.20026061993413e-06,165.75702474751287,2.6022326396945177
3,2,1.55,uniform,8.391656442830162e-06,164.0449723761042,2.6022320268846157
3,2,1.55,uniform,8.58751948484518e-06,162.35060325719667,2.6022313997716005
3,2,1.55,uniform,8.787954011821328e-06,160.67373474601598,2.6022307580216344
3,2,1.55,uniform,8.993066723187614e-06,159.01418608426852,2.6022301012930877
3,2,1.55,uniform,9.202966808760409e-06,157.37177838065608,2.602229429236358
3,2,1.55,uniform,9.417766006869519e-06,155.74633459159313,2.602228741493681
3,2,1.55,uniform,9.637578663841089e-06,154.13767950212164,2.602228037698944
3,2,1.55,uniform,9.862521794868784e-06,152.54563970702395,2.6022273174774893
3,2,1.55,uniform,1.0092715146305697e-05,150.97004359213076,2.602226580445912
3,2,1.55,uniform,1.0328281259410275e-05,149.4107213158213,2.602225826211862
3,2,1.55,uniform,1.0569345535579871e-05,147.86750479071614,2.602225054373829
3,2,1.55,uniform,1.0816036303107094e-05,146.3402276655575,2.6022242645209324
3,2,1.55,uniform,1.106848488549412e-05,144.82872530727778,2.602223456232702
3,2,1.55,uniform,1.1326825671361538e-05,143.3328347832526,2.6022226290788524
3,2,1.55,uniform,1.1591196185988858e-05,141.85239484373759,2.6022217826190563
3,2,1.55,uniform,1.1861737164524791e-05,140.3872459044866,2.6022209164027092
3,2,1.55,uniform,1.2138592626906288e-05,138.9372300295491,2.602220029968689
3,2,1.55,uniform,1.2421909954526187e-05,137.50219091424543,2.6022191228451104
3,2,1.55,uniform,1.2711839968690301e-05,136.0819738683181,2.6022181945490748
3,2,1.55,uniform,1.3008537010905705e-05,134.67642579925686,2.602217244586413
3,2,1.55,uniform,1.3312159025043077e-05,133.2853951957957,2.6022162724514213
3,2,1.55,uniform,1.3622867641416468e-05,131.90873211158137,2.602215277626592
3,2,1.55,uniform,1.3940828262825757e-05,130.54628814900954,2.6022142595823405
3,2,1.55,uniform,1.4266210152607354e-05,129.1979164432278,2.60221321777672
3,2,1.55,uniform,1.4599186524739771e-05,127.86347164630523,2.6022121516551358
3,2,1.55,uniform,1.4939934636052563e-05,126.54280991156396,2.602211060650047
3,2,1.55,uniform,1.5288635880587294e-05,125.23578887807346,2.602209944180668
3,2,1.55,uniform,1.564547588616096e-05,123.94226765530455,2.6022088016526568
3,2,1.55,uniform,1.6010644613183176e-05,122.66210680794225,2.6022076324578
3,2,1.55,uniform,1.6384336455779847e-05,121.39516834085524,2.6022064359736863
3,2,1.55,uniform,1.676675034527701e-05,120.14131568422066,2.60220521156338
3,2,1.55,uniform,1.7158089856100067e-05,118.90041367880256,2.602203958575077
3,2,1.55,uniform,1.7558563314144703e-05,117.67232856138243,2.6022026763417614
3,2,1.55,uniform,1.7968383907677192e-05,116.45692795034017,2.6022013641808477
3,2,1.55,uniform,1.8387769800823267e-05,115.25408083138369,2.6022000213938203
3,2,1.55,uniform,1.8816944249705553e-05,114.06365754342674,2.6021986472658587
3,2,1.55,uniform,1.9256135721291986e-05,112.88552976461173,2.6021972410654586
3,2,1.55,uniform,1.970557801501796e-05,111.7195704984775,2.602195802044043
3,2,1.55,uniform,2.0165510387247444e-05,110.56565406026907,2.6021943294355623
3,2,1.55,uniform,2.0636177678638567e-05,109.42365606339038,2.6021928224560873
3,2,1.55,uniform,2.111783044448242e-05,108.29345340599536,2.602191280303391
3,2,1.55,uniform,2.1610725088083767e-05,107.17492425771836,2.602189702156524
3,2,1.55,uniform,2.2115123997254888e-05,106.06794804654139,2.6021880871753744
3,2,1.55,uniform,2.2631295683995298e-05,104.97240544579707,2.6021864345002217
3,2,1.55,uniform,2.3159514927431545e-05,103.88817836130579,2.6021847432512804
3,2,1.55,uniform,2.3700062920093303e-05,102.81514991864567,2.60218301252823
3,2,1.55,uniform,2.4253227417603554e-05,101.75320445055415,2.6021812414097365
3,2,1.55,uniform,2.4819302891862576e-05,100.70222748445961,2.602179428952961
3,2,1.55,uniform,2.539859068780724e-05,99.66210573014177,2.6021775741930604
3,2,1.55,uniform,2.5991399183829328e-05,98.63272706751935,2.6021756761426698
3,2,1.55,uniform,2.6598043955937582e-05,97.61398053456445,2.6021737337913806
3,2,1.55,uniform,2.7218847945751794e-05,96.60575631534115,2.6021717461052
3,2,1.55,uniform,2.785414163241763e-05,95.60794572816799,2.602169712026002
3,2,1.55,uniform,2.8504263208534317e-05,94.6204412139023,2.602167630470964
3,2,1.55,uniform,2.916955876018793e-05,93.64313632434633,2.60216550033199
3,2,1.55,uniform,2.9850382451187297e-05,92.67592571077233,2.6021633204751202
3,2,1.55,uniform,3.054709671159968e-05,91.7187051125666,2.602161089739928
3,2,1.55,uniform,3.1260072430687034e-05,90.77137134599054,2.602158806938904
3,2,1.55,uniform,3.1989689154345374e-05,89.83382229305819,2.602156470856819
3,2,1.55,uniform,3.273633528715247e-05,88.90595689052815,2.6021540802500827
3,2,1.55,uniform,3.350040829913136e-05,87.98767511900964,2.602151633846078
3,2,1.55,uniform,3.4282314937339745e-05,87.07887799218081,2.602149130342484
3,2,1.55,uniform,3.508247144239796e-05,86.17946754611852,2.602146568406586
3,2,1.55,uniform,3.590130377007068e-05,85.28934682873839,2.60214394667456
3,2,1.55,uniform,3.673924781802074e-05,84.40841988934346,2.602141263750752
3,2,1.55,uniform,3.759674965785468e-05,83.53659176828171,2.6021385182069334
3,2,1.55,uniform,3.8474265772584975e-05,82.67376848670966,2.6021357085815393
3,2,1.55,uniform,3.937226329963475e-05,81.81985703646156,2.6021328333788922
3,2,1.55,uniform,4.029122027951344e-05,80.97476537002409,2.6021298910684054
3,2,1.55,uniform,4.123162591029748e-05,80.13840239061385,2.6021268800837674
3,2,1.55,uniform,4.2193980808050236e-05,79.31067794235749,2.602123798822109
3,2,1.55,uniform,4.317879727332022e-05,78.49150280057347,2.6021206456431503
3,2,1.55,uniform,4.4186599563859417e-05,77.68078866215403,2.6021174188683247
3,2,1.55,uniform,4.521792417370702e-05,76.87844813604652,2.6021141167798905
3,2,1.55,uniform,4.6273320118786936e-05,76.0843947338331,2.6021107376200114
3,2,1.55,uniform,4.735334922917121e-05,75.29854286040772,2.602107279589824
3,2,1.55,uniform,4.8458586448165e-05,74.52080780474932,2.6021037408484777
3,2,1.55,uniform,4.9589620138372114e-05,73.75110573079054,2.602100119512158
3,2,1.55,uniform,5.074705239490466e-05,72.98935366838026,2.60209641365308
3,2,1.55,uniform,5.193149936590212e-05,72.23546950434029,2.602092621298465
3,2,1.55,uniform,5.3143591580532414e-05,71.48937197361359,2.602088740429488
3,2,1.55,uniform,5.4383974284647904e-05,70.75098065050457,2.6020847689802062
3,2,1.55,uniform,5.56533077842764e-05,70.02021594000924,2.602080704836455
3,2,1.55,uniform,5.695226779712819e-05,69.29699906923564,2.6020765458347266
3,2,1.55,uniform,5.8281545812308395e-05,68.58125207891227,2.602072289761015
3,2,1.55,uniform,5.96418494584246e-05,67.87289781498454,2.6020679343496402
3,2,1.55,uniform,6.103390288028621e-05,67.17185992029788,2.6020634772820395
3,2,1.55,uniform,6.245844712439617e-05,66.47806282636688,2.6020589161855354
3,2,1.55,uniform,6.391624053344005e-05,65.79143174522929,2.602054248632071
3,2,1.55,uniform,6.540805914998258e-05,65.11189266138433,2.6020494721369185
3,2,1.55,uniform,6.693469712958668e-05,64.43937232381413,2.602044584157355
3,2,1.55,uniform,6.849696716357455e-05,63.77379823808763,2.602039582091312
3,2,1.55,uniform,7.009570091165617e-05,63.115098658546096,2.6020344632759858
3,2,1.55,uniform,7.173174944465612e-05,62.463202580568996,2.602029224986424
3,2,1.55,uniform,7.340598369757212e-05,61.81803973292053,2.602023864434072
3,2,1.55,uniform,7.511929493320969e-05,61.17954057017438,2.602018378765291
3,2,1.55,uniform,7.68725952166372e-05,60.547636265217186,2.602012765059836
3,2,1.55,uniform,7.866681790071574e-05,59.92225870182913,2.6020070203293053
3,2,1.55,uniform,8.050291812295972e-05,59.303340467341656,2.6020011415155446
3,2,1.55,uniform,8.238187331399601e-05,58.69081484537045,2.6019951254890232
3,2,1.55,uniform,8.430468371788966e-05,58.084615808623866,2.6019889690471665
3,2,1.55,uniform,8.62723729246145e-05,57.48467801178544,2.60198266891265
3,2,1.55,uniform,8.82859884149515e-05,56.89093678447002,2.6019762217316575
3,2,1.55,uniform,9.034660211810534e-05,56.3033281242526,2.6019696240720926
3,2,1.55,uniform,9.24553109823358e-05,55.72178868976918,2.6019628724217534
3,2,1.55,uniform,9.461323755890779e-05,55.14625579388879,2.601955963186463
3,2,1.55,uniform,9.682153059967096e-05,54.57666739695631,2.601948892688154
3,2,1.55,uniform,9.908136566858666e-05,54.01296210010472,2.601941657162915
3,2,1.55,uniform,0.00010139394576752918,53.45507913863659,2.6019342527589813
3,2,1.55,uniform,0.00010376050197669117,52.90295837547411,2.6019266755346884
3,2,1.55,uniform,0.00010618229410993834,52.356540294676485,2.601918921456373
3,2,1.55,uniform,0.00010866061138545968,51.81576599502438,2.6019109863962244
3,2,1.55,uniform,0.0001111967731120699,51.28057718367074,2.601902866130088
3,2,1.55,uniform,0.0001137921293915315,50.75091616985706,2.6018945563352167
3,2,1.55,uniform,0.00011644806183726855,50.2267258586946,2.6018860525879703
3,2,1.55,uniform,0.00011916598430985589,49.7079497450098,2.6018773503614585
3,2,1.55,uniform,0.00012194734366967383,49.19453190725338,2.6018684450231335
3,2,1.55,uniform,0.00012479362054713115,48.68641700147219,2.601859331832322
3,2,1.55,uniform,0.00012770633013086432,48.18355025534349,2.6018500059377034
3,2,1.55,uniform,0.0001306870229743346,47.6858774622706,2.6018404623747258
3,2,1.55,uniform,0.00013373728582124963,47.193344975539844,2.601830696062963
3,2,1.55,uniform,0.0001368587424502518,46.705899702537685,2.6018207018034114
3,2,1.55,uniform,0.00014005305453932196,46.22348909902748,2.6018104742757213
3,2,1.55,uniform,0.0001433219225503574,45.74606116348559,2.6018000080353643
3,2,1.55,uniform,0.00014666708663439685,45.2735644314958,2.601789297510737
3,2,1.55,uniform,0.0001500903275579735,44.80594797020176,2.6017783370001917
3,2,1.55,uniform,0.0001535934676510897,44.34316137281655,2.601767120669005
3,2,1.55,uniform,0.00015717837177731627,43.885154753189255,2.601755642546268
3,2,1.55,uniform,0.00016084694832653552,43.43187874042735,2.601743896521711
3,2,1.55,uniform,0.00016460115023085497,42.98328447357473,2.6017318763424484
3,2,1.55,uniform,0.0001684429760042315,42.539323596344886,2.6017195756096516
3,2,1.55,uniform,0.00017237447080636198,42.099948251908174,2.601706987775141
3,2,1.55,uniform,0.00017639772753140436,41.665111077733215,2.6016941061379013
3,2,1.55,uniform,0.0001805148879221108,41.234765200481284,2.6016809238405156
3,2,1.55,uniform,0.00018472814370996341,40.808864230953766,2.6016674338655115
3,2,1.55,uniform,0.00018903973778192212,40.38736225909151,2.601653629031629
3,2,1.55,uniform,0.00019345196537440441,39.970213849025996,2.6016395019899936
3,2,1.55,uniform,0.00019796717529513326,39.55737403418151,2.601625045220209
3,2,1.55,uniform,0.00020258777117350172,39.14879831242806,2.60161025102635
3,2,1.55,uniform,0.0002073162127401229,38.744442641284216,2.6015951115328675
3,2,1.55,uniform,0.000212155017136245,38.344263433169466,2.601579618680394
3,2,1.55,uniform,0.0002171067602537265,37.94821755070582,2.601563764221457
3,2,1.55,uniform,0.00022217407810628845,37.556262302067765,2.601547539716084
3,2,1.55,uniform,0.0002273596682327715,37.16835543638023,2.6015309365273125
3,2,1.55,uniform,0.00023266629113314577,36.78445513916421,2.6015139458165923
3,2,1.55,uniform,0.00023809677173803584,36.40452002782935,2.6014965585390786
3,2,1.55,uniform,0.00024365400091254662,36.028509147213114,2.6014787654388183
3,2,1.55,uniform,0.0002493409369951878,35.656381965166034,2.6014605570438225
3,2,1.55,uniform,0.00025516060737271835,35.288098368182425,2.601441923661024
3,2,1.55,uniform,0.0002611161100917459,34.92361865707652,2.6014228553711165
3,2,1.55,uniform,0.00026721061550794326,34.562903542702976,2.601403342023277
3,2,1.55,uniform,0.000273447367973758,34.2059141417217,2.601383373229758
3,2,1.55,uniform,0.00027982968756551157,33.852611972406464,2.6013629383603614
3,2,1.55,uniform,0.00028636097185081157,33.502958950496726,2.6013420265367766
3,2,1.55,uniform,0.00029304469769721414,33.15691738509235,2.601320626626792
3,2,1.55,uniform,0.0002998844231231028,32.814449974590644,2.601298727238368
3,2,1.55,uniform,0.0003068837891917642,32.47551980266554,2.601276316713571
