p,N,beta,method,x_eval,u_exact,u_h
2,2,1.55,uniform,3.812082795843888e-07,1.1240913430668307e-10,9.688992814776062e-08
2,2,1.55,uniform,3.9010576171909933e-07,1.1650180801845364e-10,9.91513625615895e-08
2,2,1.55,uniform,3.9921091297480534e-07,1.2074349077841524e-10,1.0146557947294051e-07
2,2,1.55,uniform,4.0852858039285653e-07,1.2513960781662688e-10,1.0383381084304394e-07
2,2,1.55,uniform,4.180637241455762e-07,1.2969578188887874e-10,1.062573173876754e-07
2,2,1.55,uniform,4.2782142017676126e-07,1.3441784046835254e-10,1.0873738924830731e-07
2,2,1.55,uniform,4.3780686290381663e-07,1.3931182319912327e-10,1.1127534667892712e-07
2,2,1.55,uniform,4.4802536798294896e-07,1.4438398962102928e-10,1.1387254074888442e-07
2,2,1.55,uniform,4.5848237513890964e-07,1.4964082717579915e-10,1.1653035406214571e-07
2,2,1.55,uniform,4.691834510607799e-07,1.5508905950466944e-10,1.1925020149333626e-07
2,2,1.55,uniform,4.801342923653455e-07,1.6073565504810868e-10,1.2203353094096266e-07
2,2,1.55,uniform,4.913407286296366e-07,1.6658783595864615e-10,1.2488182409821637e-07
2,2,1.55,uniform,5.028087254942475e-07,1.7265308733820512e-10,1.2779659724176865e-07
2,2,1.55,uniform,5.145443878390924e-07,1.7893916681175806e-10,1.307794020389785e-07
2,2,1.55,uniform,5.265539630332755e-07,1.8545411444954151e-10,1.3383182637393946e-07
2,2,1.55,uniform,5.388438442608223e-07,1.9220626305053117e-10,1.3695549519280984e-07
2,2,1.55,uniform,5.514205739240302e-07,1.9920424880032264e-10,1.4015207136887326e-07
2,2,1.55,uniform,5.642908471262542e-07,2.0645702231705285e-10,1.434232565877913e-07
2,2,1.55,uniform,5.774615152359826e-07,2.1397386009948917e-10,1.467707922535189e-07
2,2,1.55,uniform,5.909395895340976e-07,2.217643763919288e-10,1.501964604153658e-07
2,2,1.55,uniform,6.047322449462642e-07,2.2983853548108384e-10,1.5370208471669652e-07
2,2,1.55,uniform,6.188468238624383e-07,2.382066644406835e-10,1.572895313657762e-07
2,2,1.55,uniform,6.332908400455115e-07,2.4687946634008375e-10,1.6096071012927434e-07
2,2,1.55,uniform,6.480719826311971e-07,2.5586803393379335e-10,1.6471757534896217e-07
2,2,1.55,uniform,6.631981202212675e-07,2.651838638494143e-10,1.6856212698213947e-07
2,2,1.55,uniform,6.786773050723303e-07,2.7483887129214776e-10,1.724964116663476e-07
2,2,1.55,uniform,6.94517777382369e-07,2.8484540528467127e-10,1.7652252380893403e-07
2,2,1.55,uniform,7.107279696773412e-07,2.9521626446188577e-10,1.8064260670205165e-07
2,2,1.55,uniform,7.273165113001455e-07,3.0596471344071963e-10,1.8485885366368057e-07
2,2,1.55,uniform,7.442922330043758e-07,3.171044997859454e-10,1.8917350920528674e-07
2,2,1.55,uniform,7.616641716552891e-07,3.2864987159369656e-10,1.9358887022673506e-07
2,2,1.55,uniform,7.794415750404951e-07,3.4061559571517775e-10,1.9810728723909381e-07
2,2,1.55,uniform,7.97633906792928e-07,3.530169766438777e-10,2.0273116561598235e-07
2,2,1.55,uniform,8.162508514287236e-07,3.6586987609044187e-10,2.0746296687412786e-07
2,2,1.55,uniform,8.35302319502677e-07,3.7919073327023907e-10,2.123052099838122e-07
2,2,1.55,uniform,8.547984528840405e-07,3.929965859295798e-10,2.1726047270991054e-07
2,2,1.55,uniform,8.747496301554416e-07,4.0730509213745963e-10,2.2233139298422743e-07
2,2,1.55,uniform,8.951664721378301e-07,4.221345528707246e-10,2.275206703098717e-07
2,2,1.55,uniform,9.16059847544371e-07,4.3750393542152787e-10,2.3283106719841004e-07
2,2,1.55,uniform,9.374408787663001e-07,4.53432897657023e-10,2.3826541064056771e-07
2,2,1.55,uniform,9.59320947793825e-07,4.699418131623221e-10,2.4382659361125927e-07
2,2,1.55,uniform,9.817117022752183e-07,4.870517972988755e-10,2.495175766097496e-07
2,2,1.55,uniform,1.0046250617173402e-06,5.047847342116118e-10,2.553413892357693e-07
2,2,1.55,uniform,1.0280732238308647e-06,5.231633048193575e-10,2.6130113180241513e-07
2,2,1.55,uniform,1.052068671023623e-06,5.422110158243688e-10,2.6739997698670523e-07
2,2,1.55,uniform,1.0766241770454934e-06,5.619522297780544e-10,2.736411715186604e-07
2,2,1.55,uniform,1.1017528137883874e-06,5.824121962413559e-10,2.8002803790981326e-07
2,2,1.55,uniform,1.1274679582449471e-06,6.036170840796375e-10,2.865639762220665e-07
2,2,1.55,uniform,1.153783299629662e-06,6.255940149333917e-10,2.932524658778409e-07
2,2,1.55,uniform,1.180712846666189e-06,6.48371097907568e-10,3.000970675124768e-07
2,2,1.55,uniform,1.208270935044776e-06,6.719774655239082e-10,3.071014248698801e-07
2,2,1.55,uniform,1.236472235053715e-06,6.964433109822376e-10,3.142692667424114e-07
2,2,1.55,uniform,1.2653317593889428e-06,7.217999267784149e-10,3.216044089560658e-07
2,2,1.55,uniform,1.2948648711459048e-06,7.480797447283011e-10,3.2911075640198845e-07
2,2,1.55,uniform,1.3250872919979539e-06,7.753163774489529e-10,3.367923051154144e-07
2,2,1.55,uniform,1.356015110565632e-06,8.035446613500913e-10,3.4465314440313684e-07
2,2,1.55,uniform,1.3876647909813072e-06,8.328007011908462e-10,3.5269745902064105e-07
2,2,1.55,uniform,1.4200531816536819e-06,8.631219162587326e-10,3.609295314000538e-07
2,2,1.55,uniform,1.4531975242368955e-06,8.945470882299673e-10,3.693537439301076e-07
2,2,1.55,uniform,1.4871154628089536e-06,9.271164107723082e-10,3.77974581289325e-07
2,2,1.55,uniform,1.5218250532643868e-06,9.608715409538712e-10,3.8679663283366826e-07
2,2,1.55,uniform,1.5573447729261351e-06,9.95855652523678e-10,3.958245950399261e-07
2,2,1.55,uniform,1.593693530381776e-06,1.0321134911320789e-09,4.0506327400613905e-07
2,2,1.55,uniform,1.6308906755493342e-06,1.0696914315616837e-09,4.145175880103946e-07
2,2,1.55,uniform,1.668956009978023e-06,1.1086375370419928e-09,4.241925701293543e-07
2,2,1.55,uniform,1.7079097973894268e-06,1.1490016207236166e-09,4.340933709179128e-07
2,2,1.55,uniform,1.7477727744646807e-06,1.190835309390657e-09,4.4422526115140255e-07
2,2,1.55,uniform,1.7885661618834618e-06,1.2341921094928135e-09,4.5459363463182326e-07
2,2,1.55,uniform,1.8303116756206132e-06,1.2791274755816136e-09,4.652040110595757e-07
2,2,1.55,uniform,1.8730315385064386e-06,1.3256988812383252e-09,4.760620389722372e-07
2,2,1.55,uniform,1.916748492056813e-06,1.3739658925842585e-09,4.871734987519399e-07
2,2,1.55,uniform,1.9614858085794294e-06,1.423990244467508e-09,4.985443057029618e-07
2,2,1.55,uniform,2.0072673035625683e-06,1.4758359194235103e-09,5.101805132011525e-07
2,2,1.55,uniform,2.0541173483530643e-06,1.5295692295105024e-09,5.220883159168935e-07
2,2,1.55,uniform,2.1020608831301583e-06,1.5852589011244807e-09,5.342740531132935e-07
2,2,1.55,uniform,2.1511234301821673e-06,1.642976162902172e-09,5.467442120213826e-07
2,2,1.55,uniform,2.2013311074930323e-06,1.7027948368244351e-09,5.595054312940992e-07
2,2,1.55,uniform,2.2527106426459824e-06,1.7647914326366283e-09,5.725645045409163e-07
2,2,1.55,uniform,2.305289387051711e-06,1.8290452457066972e-09,5.859283839449816e-07
2,2,1.55,uniform,2.3590953305086338e-06,1.8956384584461446e-09,5.996041839647027e-07
2,2,1.55,uniform,2.414157116103018e-06,1.964656245423644e-09,6.135991851217565e-07
2,2,1.55,uniform,2.4705040554568255e-06,2.036186882305643e-09,6.279208378775192e-07
2,2,1.55,uniform,2.5281661443315005e-06,2.110321858763414e-09,6.42576766600009e-07
2,2,1.55,uniform,2.587174078595924e-06,2.18715599549088e-09,6.575747736234366e-07
2,2,1.55,uniform,2.6475592705670637e-06,2.2667875654829097e-09,6.729228434025304e-07
2,2,1.55,uniform,2.709353865732049e-06,2.349318419729234e-09,6.886291467638589e-07
2,2,1.55,uniform,2.7725907598604813e-06,2.434854117484648e-09,7.04702045256392e-07
2,2,1.55,uniform,2.8373036165162114e-06,2.52350406128226e-09,7.211500956036509e-07
2,2,1.55,uniform,2.903526884977814e-06,2.6153816368623625e-09,7.379820542597923e-07
2,2,1.55,uniform,2.971295818577334e-06,2.7106043581959403e-09,7.55206882072068e-07
2,2,1.55,uniform,3.0406464934670685e-06,2.8092940177883077e-09,7.728337490521391e-07
2,2,1.55,uniform,3.111615827824363e-06,2.911576842455101e-09,7.908720392587897e-07
2,2,1.55,uniform,3.1842416015046563e-06,3.0175836547698855e-09,8.093313557946392e-07
2,2,1.55,uniform,3.258562476153223e-06,3.127450040389847e-09,8.282215259195169e-07
2,2,1.55,uniform,3.3346180157863626e-06,3.2413165214736565e-09,8.475526062832304e-07
2,2,1.55,uniform,3.4124487078528892e-06,3.3593287364131513e-09,8.673348882804955e-07
2,2,1.55,uniform,3.492095984787271e-06,3.481637626108925e-09,8.875789035309087e-07
2,2,1.55,uniform,3.573602246065788e-06,3.6083996270279205e-09,9.082954294868638e-07
2,2,1.55,uniform,3.6570108807774936e-06,3.7397768712900175e-09,9.29495495172407e-07
2,2,1.55,uniform,3.7423662907219773e-06,3.8759373940395004e-09,9.511903870560853e-07
2,2,1.55,uniform,3.829713914046277e-06,4.017055348366729e-09,9.733916550609328e-07
2,2,1.55,uniform,3.919100249433402e-06,4.163311228054706e-09,9.961111187147675e-07
2,2,1.55,uniform,4.010572880855496e-06,4.314892098435679e-09,1.0193608734441102e-06
2,2,1.55,uniform,4.1041805029047085e-06,4.47199183565289e-09,1.0431532970150623e-06
2,2,1.55,uniform,4.199972946715306e-06,4.63481137463355e-09,1.0675010561245748e-06
2,2,1.55,uniform,4.2980012064907985e-06,4.803558966090184e-09,1.0924171131456272e-06
2,2,1.55,uniform,4.398317466650228e-06,4.978450442879077e-09,1.1179147330299105e-06
2,2,1.55,uniform,4.500975129608051e-06,5.159709496056505e-09,1.1440074903716931e-06
2,2,1.55,uniform,4.606028844202398e-06,5.347567960985775e-09,1.1707092766366302e-06
2,2,1.55,uniform,4.713534534786907e-06,5.542266113861166e-09,1.198034307559391e-06
2,2,1.55,uniform,4.823549431001467e-06,5.7440529790277616e-09,1.2259971307140034e-06
2,2,1.55,uniform,4.9361320982379165e-06,5.953186647490562e-09,1.2546126332610075e-06
2,2,1.55,uniform,5.0513424688167665e-06,6.169934607020037e-09,1.2838960498755062e-06
2,2,1.55,uniform,5.169241873891593e-06,6.394574084276385e-09,1.3138629708603546e-06
2,2,1.55,uniform,5.2898930760981455e-06,6.627392399390225e-09,1.3445293504488294e-06
2,2,1.55,uniform,5.413360302965376e-06,6.868687333452892e-09,1.3759115153011568e-06
2,2,1.55,uniform,5.539709281106401e-06,7.118767509386804e-09,1.408026173199496e-06
2,2,1.55,uniform,5.669007271207434e-06,7.377952786682739e-09,1.440890421945962e-06
2,2,1.55,uniform,5.801323103833378e-06,7.646574670509003e-09,1.4745217584684539e-06
2,2,1.55,uniform,5.936727216069126e-06,7.924976735715747e-09,1.5089380881391463e-06
2,2,1.55,uniform,6.075291689016077e-06,8.21351506627674e-09,1.544157734310603e-06
2,2,1.55,uniform,6.217090286163833e-06,8.512558710730676e-09,1.5801994480746088e-06
2,2,1.55,uniform,6.362198492657495e-06,8.822490154204479e-09,1.6170824182489181e-06
2,2,1.55,uniform,6.510693555481454e-06,9.143705807622401e-09,1.6548262815972446e-06
2,2,1.55,uniform,6.662654524581149e-06,9.476616514726698e-09,1.693451133287967e-06
2,2,1.55,uniform,6.818162294944479e-06,9.821648077558038e-09,1.7329775375970717e-06
2,2,1.55,uniform,6.9772996496655375e-06,1.0179241801068227e-08,1.773426538861119e-06
2,2,1.55,uniform,7.140151304013403e-06,1.0549855057561486e-08,1.814819672686014e-06
2,2,1.55,uniform,7.306803950529492e-06,1.0933961871686294e-08,1.8571789774175886e-06
2,2,1.55,uniform,7.477346305177581e-06,1.1332053526726215e-08,1.9005270058801264e-06
2,2,1.55,uniform,7.651869154570818e-06,1.1744639192964656e-08,1.9448868373890425e-06
2,2,1.55,uniform,7.830465404301182e-06,1.2172246578927938e-08,1.9902820900441946e-06
2,2,1.55,uniform,8.013230128396886e-06,1.2615422606339138e-08,2.0367369333103444e-06
2,2,1.55,uniform,8.20026061993413e-06,1.3074734109646128e-08,2.084276100891481e-06
2,2,1.55,uniform,8.391656442830162e-06,1.3550768561018625e-08,2.1329249039059e-06
2,2,1.55,uniform,8.58751948484518e-06,1.4044134821741357e-08,2.1827092443690463e-06
2,2,1.55,uniform,8.787954011821328e-06,1.455546392096461e-08,2.2336556289913376e-06
2,2,1.55,uniform,8.993066723187614e-06,1.5085409862807967e-08,2.2857911832983056e-06
2,2,1.55,uniform,9.202966808760409e-06,1.5634650462849913e-08,2.339143666080642e-06
2,2,1.55,uniform,9.417766006869519e-06,1.620388821507254e-08,2.3937414841817777e-06
2,2,1.55,uniform,9.637578663841089e-06,1.679385119037101e-08,2.44961370763099e-06
2,2,1.55,uniform,9.862521794868784e-06,1.740529396777644e-08,2.5067900851300465e-06
2,2,1.55,uniform,1.0092715146305697e-05,1.8038998599583356e-08,2.565301059901673e-06
2,2,1.55,uniform,1.0328281259410275e-05,1.8695775611616543e-08,2.6251777859083413e-06
2,2,1.55,uniform,1.0569345535579871e-05,1.9376465039915743e-08,2.686452144449951e-06
2,2,1.55,uniform,1.0816036303107094e-05,2.0081937505165305e-08,2.749156761149386e-06
2,2,1.55,uniform,1.106848488549412e-05,2.0813095326242154e-08,2.813325023334917e-06
2,2,1.55,uniform,1.1326825671361538e-05,2.1570873674306718e-08,2.878991097828796e-06
2,2,1.55,uniform,1.1591196185988858e-05,2.23562417689128e-08,2.946189949151511e-06
2,2,1.55,uniform,1.1861737164524791e-05,2.3170204117666304e-08,3.0149573581514406e-06
2,2,1.55,uniform,1.2138592626906288e-05,2.4013801801018384e-08,3.085329941069862e-06
2,2,1.55,uniform,1.2421909954526187e-05,2.4888113803836236e-08,3.1573451690514883e-06
2,2,1.55,uniform,1.2711839968690301e-05,2.57942583954547e-08,3.2310413881109696e-06
2,2,1.55,uniform,1.3008537010905705e-05,2.6733394559973748e-08,3.3064578395660193e-06
2,2,1.55,uniform,1.3312159025043077e-05,2.770672347863165e-08,3.383634680948122e-06
2,2,1.55,uniform,1.3622867641416468e-05,2.871549006614864e-08,3.462613007401901e-06
2,2,1.55,uniform,1.3940828262825757e-05,2.976098456300767e-08,3.543434873584711e-06
2,2,1.55,uniform,1.4266210152607354e-05,3.08445441857081e-08,3.626143316078105e-06
2,2,1.55,uniform,1.4599186524739771e-05,3.1967554837102176e-08,3.710782376323089e-06
2,2,1.55,uniform,1.4939934636052563e-05,3.313145287900369e-08,3.797397124091568e-06
2,2,1.55,uniform,1.5288635880587294e-05,3.433772696933445e-08,3.886033681506418e-06
2,2,1.55,uniform,1.564547588616096e-05,3.558791996615923e-08,3.9767392476230894e-06
2,2,1.55,uniform,1.6010644613183176e-05,3.688363090104394e-08,4.0695621235858485e-06
2,2,1.55,uniform,1.6384336455779847e-05,3.822651702426157e-08,4.164551738372168e-06
2,2,1.55,uniform,1.676675034527701e-05,3.961829592446117e-08,4.261758675138979e-06
2,2,1.55,uniform,1.7158089856100067e-05,4.1060747725511554e-08,4.36123469818492e-06
2,2,1.55,uniform,1.7558563314144703e-05,4.255571736332907e-08,4.463032780542998e-06
2,2,1.55,uniform,1.7968383907677192e-05,4.4105116945601854e-08,4.5672071322184186e-06
2,2,1.55,uniform,1.8387769800823267e-05,4.571092819742909e-08,4.673813229086747e-06
2,2,1.55,uniform,1.8816944249705553e-05,4.7375204996001735e-08,4.782907842467751e-06
2,2,1.55,uniform,1.9256135721291986e-05,4.910007599756901e-08,4.894549069390914e-06
2,2,1.55,uniform,1.970557801501796e-05,5.08877473600485e-08,5.008796363568698e-06
2,2,1.55,uniform,2.0165510387247444e-05,5.2740505564764174e-08,5.125710567094258e-06
2,2,1.55,uniform,2.0636177678638567e-05,5.466072034091842e-08,5.245353942880393e-06
2,2,1.55,uniform,2.111783044448242e-05,5.665084769654221e-08,5.3677902078573585e-06
2,2,1.55,uniform,2.1610725088083767e-05,5.871343305979745e-08,5.493084566947134e-06
2,2,1.55,uniform,2.2115123997254888e-05,6.085111453465021e-08,5.621303747832423e-06
2,2,1.55,uniform,2.2631295683995298e-05,6.30666262750791e-08,5.752516036539029e-06
2,2,1.55,uniform,2.3159514927431545e-05,6.536280198213397e-08,5.88679131385063e-06
2,2,1.55,uniform,2.3700062920093303e-05,6.774257852831842e-08,6.02420109257552e-06
2,2,1.55,uniform,2.4253227417603554e-05,7.020899971393126e-08,6.164818555685275e-06
2,2,1.55,uniform,2.4819302891862576e-05,7.276522016017154e-08,6.308718595345785e-06
2,2,1.55,uniform,2.539859068780724e-05,7.541450934398656e-08,6.455977852861597e-06
2,2,1.55,uniform,2.5991399183829328e-05,7.816025577982454e-08,6.606674759555047e-06
2,2,1.55,uniform,2.6598043955937582e-05,8.100597135363741e-08,6.760889578601947e-06
2,2,1.55,uniform,2.7218847945751794e-05,8.395529581468133e-08,6.9187044478465e-06
2,2,1.55,uniform,2.785414163241763e-05,8.701200143085657e-08,7.080203423618244e-06
2,2,1.55,uniform,2.8504263208534317e-05,9.017999781354412e-08,7.2454725255746895e-06
2,2,1.55,uniform,2.916955876018793e-05,9.346333691810544e-08,7.414599782593514e-06
2,2,1.55,uniform,2.9850382451187297e-05,9.686621822644716e-08,7.587675279739231e-06
2,2,1.55,uniform,3.054709671159968e-05,1.0039299411827465e-07,7.764791206329344e-06
2,2,1.55,uniform,3.1260072430687034e-05,1.0404817543790671e-07,7.946041905125925e-06
2,2,1.55,uniform,3.1989689154345374e-05,1.0783643726377057e-07,8.13152392267897e-06
2,2,1.55,uniform,3.273633528715247e-05,1.1176262488795718e-07,8.321336060848668e-06
2,2,1.55,uniform,3.350040829913136e-05,1.1583176001348429e-07,8.515579429534232e-06
2,2,1.55,uniform,3.4282314937339745e-05,1.2004904717719408e-07,8.71435750063763e-06
2,2,1.55,uniform,3.508247144239796e-05,1.2441988040650036e-07,8.917776163291304e-06
2,2,1.55,uniform,3.590130377007068e-05,1.2894985011849913e-07,9.125943780379492e-06
2,2,1.55,uniform,3.673924781802074e-05,1.336447502702687e-07,9.338971246383733e-06
2,2,1.55,uniform,3.759674965785468e-05,1.3851058576949962e-07,9.556972046583382e-06
2,2,1.55,uniform,3.8474265772584975e-05,1.435535801549391e-07,9.780062317643356e-06
2,2,1.55,uniform,3.937226329963475e-05,1.4878018355647191e-07,1.0008360909621612e-05
2,2,1.55,uniform,4.029122027951344e-05,1.5419708094501246e-07,1.0241989449429505e-05
2,2,1.55,uniform,4.123162591029748e-05,1.598112006827702e-07,1.0481072405779662e-05
2,2,1.55,uniform,4.2193980808050236e-05,1.6562972338481695e-07,1.0725737155656042e-05
2,2,1.55,uniform,4.317879727332022e-05,1.7166009110329313e-07,1.0976114052342138e-05
2,2,1.55,uniform,4.4186599563859417e-05,1.779100168459987e-07,1.1232336495043972e-05
2,2,1.55,uniform,4.521792417370702e-05,1.8438749444154484e-07,1.149454100014548e-05
2,2,1.55,uniform,4.6273320118786936e-05,1.911008087636825e-07,1.1762867274134685e-05
2,2,1.55,uniform,4.735334922917121e-05,1.9805854632788606e-07,1.2037458288240033e-05
2,2,1.55,uniform,4.8458586448165e-05,2.0526960627374528e-07,1.2318460354817219e-05
2,2,1.55,uniform,4.9589620138372114e-05,2.1274321174721105e-07,1.260602320552768e-05
2,2,1.55,uniform,5.074705239490466e-05,2.2048892169725808e-07,1.2900300071351185e-05
2,2,1.55,uniform,5.193149936590212e-05,2.2851664310204212e-07,1.320144776447536e-05
2,2,1.55,uniform,5.3143591580532414e-05,2.3683664364020285e-07,1.350962676210695e-05
2,2,1.55,uniform,5.4383974284647904e-05,2.454595648235085e-07,1.3825001292249701e-05
2,2,1.55,uniform,5.56533077842764e-05,2.5439643560764803e-07,1.414773942149563e-05
2,2,1.55,uniform,5.695226779712819e-05,2.636586864985674e-07,1.4478013144876713e-05
2,2,1.55,uniform,5.8281545812308395e-05,2.73258164172407e-07,1.4815998477826244e-05
2,2,1.55,uniform,5.96418494584246e-05,2.832071466277288e-07,1.5161875550299198e-05
2,2,1.55,uniform,6.103390288028621e-05,2.9351835888941723e-07,1.55158287031028e-05
2,2,1.55,uniform,6.245844712439617e-05,3.0420498928433994e-07,1.5878046586489528e-05
2,2,1.55,uniform,6.391624053344005e-05,3.152807063095839e-07,1.624872226106591e-05
2,2,1.55,uniform,6.540805914998258e-05,3.2675967611484256e-07,1.662805330107196e-05
2,2,1.55,uniform,6.693469712958668e-05,3.386565806213154e-07,1.701624190008728e-05
2,2,1.55,uniform,6.849696716357455e-05,3.509866363002921e-07,1.7413494979221186e-05
2,2,1.55,uniform,7.009570091165617e-05,3.6376561363544126e-07,1.7820024297845673e-05
2,2,1.55,uniform,7.173174944465612e-05,3.770098572937019e-07,1.823604656693156e-05
2,2,1.55,uniform,7.340598369757212e-05,3.9073630703055906e-07,1.8661783565048904e-05
2,2,1.55,uniform,7.511929493320969e-05,4.049625193564661e-07,1.9097462257095524e-05
2,2,1.55,uniform,7.68725952166372e-05,4.1970668999210724e-07,1.9543314915817743e-05
2,2,1.55,uniform,7.866681790071574e-05,4.349876771412344e-07,1.9999579246189828e-05
2,2,1.55,uniform,8.050291812295972e-05,4.50825025610826e-07,2.046649851271942e-05
2,2,1.55,uniform,8.238187331399601e-05,4.6723899180944325e-07,2.094432166974906e-05
2,2,1.55,uniform,8.430468371788966e-05,4.842505696557374e-07,2.1433303494824303e-05
2,2,1.55,uniform,8.62723729246145e-05,5.018815174302559e-07,2.193370472520149e-05
2,2,1.55,uniform,8.82859884149515e-05,5.201543856048862e-07,2.2445792197569587e-05
2,2,1.55,uniform,9.034660211810534e-05,5.390925456855365e-07,2.296983899106254e-05
2,2,1.55,uniform,9.24553109823358e-05,5.587202201049407e-07,2.3506124573640233e-05
2,2,1.55,uniform,9.461323755890779e-05,5.790625132038229e-07,2.405493495191821e-05
2,2,1.55,uniform,9.682153059967096e-05,6.001454433400457e-07,2.46165628245281e-05
2,2,1.55,uniform,9.908136566858666e-05,6.219959761668111e-07,2.519130773909273e-05
