x,u_exact,u_uniform,u_radapted
1.42857143e-01,1.42857143e-01,6.30731655e-02,1.45233778e-01
1.45363409e-01,1.45363409e-01,6.31284809e-02,1.47771673e-01
1.47869674e-01,1.47869674e-01,6.38128681e-02,1.50309222e-01
1.50375940e-01,1.50375940e-01,6.51263271e-02,1.52846423e-01
1.52882206e-01,1.52882206e-01,6.70688579e-02,1.55383278e-01
1.55388471e-01,1.55388471e-01,6.96404604e-02,1.57919785e-01
1.57894737e-01,1.57894737e-01,7.28411348e-02,1.60455945e-01
1.60401003e-01,1.60401003e-01,7.66708809e-02,1.62991758e-01
1.62907268e-01,1.62907268e-01,8.11296988e-02,1.65527224e-01
1.65413534e-01,1.65413534e-01,8.62175885e-02,1.68062343e-01
1.67919799e-01,1.67919799e-01,9.19345500e-02,1.70597115e-01
1.70426065e-01,1.70426065e-01,9.82805833e-02,1.73131539e-01
1.72932331e-01,1.72932331e-01,1.05255688e-01,1.75665617e-01
1.75438596e-01,1.75438596e-01,1.12859865e-01,1.78199347e-01
1.77944862e-01,1.77944862e-01,1.21093114e-01,1.80732731e-01
1.80451128e-01,1.80451128e-01,1.29955434e-01,1.83265767e-01
1.82957393e-01,1.82957393e-01,1.39446826e-01,1.85798456e-01
1.85463659e-01,1.85463659e-01,1.49567290e-01,1.88330799e-01
1.87969925e-01,1.87969925e-01,1.60292855e-01,1.90862794e-01
1.90476190e-01,1.90476190e-01,1.70733928e-01,1.93394442e-01
1.92982456e-01,1.92982456e-01,1.80440384e-01,1.95925743e-01
1.95488722e-01,1.95488722e-01,1.89412226e-01,1.98456697e-01
1.97994987e-01,1.97994987e-01,1.97649452e-01,2.00987303e-01
2.00501253e-01,2.00501253e-01,2.05152062e-01,2.03517563e-01
2.03007519e-01,2.03007519e-01,2.11920056e-01,2.06047476e-01
2.05513784e-01,2.05513784e-01,2.17953435e-01,2.08577041e-01
2.08020050e-01,2.08020050e-01,2.23252199e-01,2.11106260e-01
2.10526316e-01,2.10526316e-01,2.27816347e-01,2.13635131e-01
2.13032581e-01,2.13032581e-01,2.31645879e-01,2.16163655e-01
2.15538847e-01,2.15538847e-01,2.34740796e-01,2.18691832e-01
2.18045113e-01,2.18045113e-01,2.37101097e-01,2.21219662e-01
2.20551378e-01,2.20551378e-01,2.38726782e-01,2.23747145e-01
2.23057644e-01,2.23057644e-01,2.39617852e-01,2.26274281e-01
2.25563910e-01,2.25563910e-01,2.39774307e-01,2.28801070e-01
2.28070175e-01,2.28070175e-01,2.39196146e-01,2.31327512e-01
2.30576441e-01,2.30576441e-01,2.37883369e-01,2.33853607e-01
2.33082707e-01,2.33082707e-01,2.35835977e-01,2.36379354e-01
2.35588972e-01,2.35588972e-01,2.33053969e-01,2.38904755e-01
2.38095238e-01,2.38095238e-01,2.29537345e-01,2.41429808e-01
2.40601504e-01,2.40601504e-01,2.25286106e-01,2.43954514e-01
2.43107769e-01,2.43107769e-01,2.20300252e-01,2.46478874e-01
2.45614035e-01,2.45614035e-01,2.14579781e-01,2.49002886e-01
2.48120301e-01,2.48120301e-01,2.08124696e-01,2.51526551e-01
2.50626566e-01,2.50626566e-01,2.00984863e-01,2.54049869e-01
2.53132832e-01,2.53132832e-01,1.94257385e-01,2.56572840e-01
2.55639098e-01,2.55639098e-01,1.88391076e-01,2.59095464e-01
2.58145363e-01,2.58145363e-01,1.83385938e-01,2.61617740e-01
2.60651629e-01,2.60651629e-01,1.79241969e-01,2.64139670e-01
2.63157895e-01,2.63157895e-01,1.75959169e-01,2.66661252e-01
2.65664160e-01,2.65664160e-01,1.73537540e-01,2.69182488e-01
2.68170426e-01,2.68170426e-01,1.71977079e-01,2.71703376e-01
2.70676692e-01,2.70676692e-01,1.71277789e-01,2.74223918e-01
2.73182957e-01,2.73182957e-01,1.71439668e-01,2.76744112e-01
2.75689223e-01,2.75689223e-01,1.72462717e-01,2.79263959e-01
2.78195489e-01,2.78195489e-01,1.74346936e-01,2.81783459e-01
2.80701754e-01,2.80701754e-01,1.77092324e-01,2.84302612e-01
2.83208020e-01,2.83208020e-01,1.80698882e-01,2.86821418e-01
2.85714286e-01,2.85714286e-01,1.85166609e-01,2.89339877e-01
2.88220551e-01,2.88220551e-01,1.90495507e-01,2.91857988e-01
2.90726817e-01,2.90726817e-01,1.96685574e-01,2.94375753e-01
2.93233083e-01,2.93233083e-01,2.03736810e-01,2.96893171e-01
2.95739348e-01,2.95739348e-01,2.11649216e-01,2.99410241e-01
2.98245614e-01,2.98245614e-01,2.20422792e-01,3.01926964e-01
3.00751880e-01,3.00751880e-01,2.30057538e-01,3.04443341e-01
3.03258145e-01,3.03258145e-01,2.40553453e-01,3.06959370e-01
3.05764411e-01,3.05764411e-01,2.51910537e-01,3.09475052e-01
3.08270677e-01,3.08270677e-01,2.64128792e-01,3.11990387e-01
3.10776942e-01,3.10776942e-01,2.77208216e-01,3.14505375e-01
3.13283208e-01,3.13283208e-01,2.91057447e-01,3.17020016e-01
3.15789474e-01,3.15789474e-01,3.04338937e-01,3.19534310e-01
3.18295739e-01,3.18295739e-01,3.16610490e-01,3.22048256e-01
3.20802005e-01,3.20802005e-01,3.27872106e-01,3.24561856e-01
3.23308271e-01,3.23308271e-01,3.38123786e-01,3.27075108e-01
3.25814536e-01,3.25814536e-01,3.47365529e-01,3.29588014e-01
3.28320802e-01,3.28320802e-01,3.55597336e-01,3.32100572e-01
3.30827068e-01,3.30827068e-01,3.62819206e-01,3.34612784e-01
3.33333333e-01,3.33333333e-01,3.69031139e-01,3.37124648e-01
3.35839599e-01,3.35839599e-01,3.74233136e-01,3.39636165e-01
3.38345865e-01,3.38345865e-01,3.78425196e-01,3.42147335e-01
3.40852130e-01,3.40852130e-01,3.81607320e-01,3.44658158e-01
3.43358396e-01,3.43358396e-01,3.83779507e-01,3.47168634e-01
3.45864662e-01,3.45864662e-01,3.84941757e-01,3.49678762e-01
3.48370927e-01,3.48370927e-01,3.85094071e-01,3.52188544e-01
3.50877193e-01,3.50877193e-01,3.84236449e-01,3.54697979e-01
3.53383459e-01,3.53383459e-01,3.82368889e-01,3.57207066e-01
3.55889724e-01,3.55889724e-01,3.79491393e-01,3.59715807e-01
3.58395990e-01,3.58395990e-01,3.75603961e-01,3.62224200e-01
3.60902256e-01,3.60902256e-01,3.70706592e-01,3.64732246e-01
3.63408521e-01,3.63408521e-01,3.64799286e-01,3.67239945e-01
3.65914787e-01,3.65914787e-01,3.57882044e-01,3.69747297e-01
3.68421053e-01,3.68421053e-01,3.49954865e-01,3.72254302e-01
3.70927318e-01,3.70927318e-01,3.41017750e-01,3.74760960e-01
3.73433584e-01,3.73433584e-01,3.31070697e-01,3.77267271e-01
3.75939850e-01,3.75939850e-01,3.20268002e-01,3.79773235e-01
3.78446115e-01,3.78446115e-01,3.10221165e-01,3.82278851e-01
3.80952381e-01,3.80952381e-01,3.01358779e-01,3.84784121e-01
3.83458647e-01,3.83458647e-01,2.93680844e-01,3.87289044e-01
3.85964912e-01,3.85964912e-01,2.87187359e-01,3.89793619e-01
3.88471178e-01,3.88471178e-01,2.81878325e-01,3.92297847e-01
3.90977444e-01,3.90977444e-01,2.77753741e-01,3.94801728e-01
3.93483709e-01,3.93483709e-01,2.74813608e-01,3.97305263e-01
3.95989975e-01,3.95989975e-01,2.73057926e-01,3.99808450e-01
3.98496241e-01,3.98496241e-01,2.72486694e-01,4.02311290e-01
4.01002506e-01,4.01002506e-01,2.73099912e-01,4.04813783e-01
4.03508772e-01,4.03508772e-01,2.74897582e-01,4.07315928e-01
4.06015038e-01,4.06015038e-01,2.77879701e-01,4.09817727e-01
4.08521303e-01,4.08521303e-01,2.82046272e-01,4.12319179e-01
4.11027569e-01,4.11027569e-01,2.87397293e-01,4.14820283e-01
4.13533835e-01,4.13533835e-01,2.93932764e-01,4.17321041e-01
4.16040100e-01,4.16040100e-01,3.01652686e-01,4.19821451e-01
4.18546366e-01,4.18546366e-01,3.10557059e-01,4.22321514e-01
4.21052632e-01,4.21052632e-01,3.20645882e-01,4.24821231e-01
4.23558897e-01,4.23558897e-01,3.31919156e-01,4.27320600e-01
4.26065163e-01,4.26065163e-01,3.44376880e-01,4.29819622e-01
4.28571429e-01,4.28571429e-01,3.58019055e-01,4.32318297e-01
4.31077694e-01,4.31077694e-01,3.72845681e-01,4.34816625e-01
4.33583960e-01,4.33583960e-01,3.88856757e-01,4.37314605e-01
4.36090226e-01,4.36090226e-01,4.06052283e-01,4.39812239e-01
4.38596491e-01,4.38596491e-01,4.24185961e-01,4.42309526e-01
4.41102757e-01,4.41102757e-01,4.41337658e-01,4.44806465e-01
4.43609023e-01,4.43609023e-01,4.57100226e-01,4.47303058e-01
4.46115288e-01,4.46115288e-01,4.71473665e-01,4.49799303e-01
4.48621554e-01,4.48621554e-01,4.84457975e-01,4.52295201e-01
4.51127820e-01,4.51127820e-01,4.96053157e-01,4.54790752e-01
4.53634085e-01,4.53634085e-01,5.06259209e-01,4.57285957e-01
4.56140351e-01,4.56140351e-01,5.15076133e-01,4.59780814e-01
4.58646617e-01,4.58646617e-01,5.22503928e-01,4.62275324e-01
4.61152882e-01,4.61152882e-01,5.28542593e-01,4.64769486e-01
4.63659148e-01,4.63659148e-01,5.33192130e-01,4.67263302e-01
4.66165414e-01,4.66165414e-01,5.36452538e-01,4.69756771e-01
4.68671679e-01,4.68671679e-01,5.38323817e-01,4.72249892e-01
4.71177945e-01,4.71177945e-01,5.38805968e-01,4.74742667e-01
4.73684211e-01,4.73684211e-01,5.37898989e-01,4.77235094e-01
4.76190476e-01,4.76190476e-01,5.35602881e-01,4.79727175e-01
4.78696742e-01,4.78696742e-01,5.31917645e-01,4.82218908e-01
4.81203008e-01,4.81203008e-01,5.26843279e-01,4.84710294e-01
4.83709273e-01,4.83709273e-01,5.20379785e-01,4.87201333e-01
4.86215539e-01,4.86215539e-01,5.12527162e-01,4.89692025e-01
4.88721805e-01,4.88721805e-01,5.03285410e-01,4.92182370e-01
4.91228070e-01,4.91228070e-01,4.92654529e-01,4.94672368e-01
4.93734336e-01,4.93734336e-01,4.80634519e-01,4.97162019e-01
4.96240602e-01,4.96240602e-01,4.67225380e-01,4.99651322e-01
4.98746867e-01,4.98746867e-01,4.52427113e-01,5.02140279e-01
5.01253133e-01,5.01253133e-01,4.36617004e-01,5.04628888e-01
5.03759398e-01,5.03759398e-01,4.22058782e-01,5.07117151e-01
5.06265664e-01,5.06265664e-01,4.09129735e-01,5.09605066e-01
5.08771930e-01,5.08771930e-01,3.97829862e-01,5.12092634e-01
5.11278195e-01,5.11278195e-01,3.88159164e-01,5.14579856e-01
5.13784461e-01,5.13784461e-01,3.80117641e-01,5.17066730e-01
5.16290727e-01,5.16290727e-01,3.73705293e-01,5.19553257e-01
5.18796992e-01,5.18796992e-01,3.68922119e-01,5.22039437e-01
5.21303258e-01,5.21303258e-01,3.65768120e-01,5.24525269e-01
5.23809524e-01,5.23809524e-01,3.64243295e-01,5.27010755e-01
5.26315789e-01,5.26315789e-01,3.64347645e-01,5.29495894e-01
5.28822055e-01,5.28822055e-01,3.66081170e-01,5.31980685e-01
5.31328321e-01,5.31328321e-01,3.69443870e-01,5.34465130e-01
5.33834586e-01,5.33834586e-01,3.74435744e-01,5.36949227e-01
5.36340852e-01,5.36340852e-01,3.81056793e-01,5.39432977e-01
5.38847118e-01,5.38847118e-01,3.89307017e-01,5.41916381e-01
5.41353383e-01,5.41353383e-01,3.99186415e-01,5.44399437e-01
5.43859649e-01,5.43859649e-01,4.10694988e-01,5.46882146e-01
5.46365915e-01,5.46365915e-01,4.23832735e-01,5.49364508e-01
5.48872180e-01,5.48872180e-01,4.38599658e-01,5.51846523e-01
5.51378446e-01,5.51378446e-01,4.54995755e-01,5.54328190e-01
5.53884712e-01,5.53884712e-01,4.73021026e-01,5.56809511e-01
5.56390977e-01,5.56390977e-01,4.92675473e-01,5.59290485e-01
5.58897243e-01,5.58897243e-01,5.13959094e-01,5.61771111e-01
5.61403509e-01,5.61403509e-01,5.36871890e-01,5.64251391e-01
5.63909774e-01,5.63909774e-01,5.60853840e-01,5.66731323e-01
5.66416040e-01,5.66416040e-01,5.83263864e-01,5.69210908e-01
5.68922306e-01,5.68922306e-01,6.03763183e-01,5.71690147e-01
5.71428571e-01,5.71428571e-01,6.22351798e-01,5.74169038e-01
5.73934837e-01,5.73934837e-01,6.39029708e-01,5.76647582e-01
5.76441103e-01,5.76441103e-01,6.53796914e-01,5.79125779e-01
5.78947368e-01,5.78947368e-01,6.66653416e-01,5.81603629e-01
5.81453634e-01,5.81453634e-01,6.77599213e-01,5.84081131e-01
5.83959900e-01,5.83959900e-01,6.86634306e-01,5.86558287e-01
5.86466165e-01,5.86466165e-01,6.93758695e-01,5.89035096e-01
5.88972431e-01,5.88972431e-01,6.98972379e-01,5.91511557e-01
5.91478697e-01,5.91478697e-01,7.02275359e-01,5.93987672e-01
5.93984962e-01,5.93984962e-01,7.03667634e-01,5.96463439e-01
5.96491228e-01,5.96491228e-01,7.03149205e-01,5.98938859e-01
5.98997494e-01,5.98997494e-01,7.00720072e-01,6.01413932e-01
6.01503759e-01,6.01503759e-01,6.96380234e-01,6.03888659e-01
6.04010025e-01,6.04010025e-01,6.90129692e-01,6.06363038e-01
6.06516291e-01,6.06516291e-01,6.81968446e-01,6.08837069e-01
6.09022556e-01,6.09022556e-01,6.71896495e-01,6.11310754e-01
6.11528822e-01,6.11528822e-01,6.59913840e-01,6.13784092e-01
6.14035088e-01,6.14035088e-01,6.46020480e-01,6.16257083e-01
6.16541353e-01,6.16541353e-01,6.30216416e-01,6.18729726e-01
6.19047619e-01,6.19047619e-01,6.12501648e-01,6.21202023e-01
6.21553885e-01,6.21553885e-01,5.92876175e-01,6.23673972e-01
6.24060150e-01,6.24060150e-01,5.71339998e-01,6.26145575e-01
6.26566416e-01,6.26566416e-01,5.48703975e-01,6.28616830e-01
6.29072682e-01,6.29072682e-01,5.28016930e-01,6.31087738e-01
6.31578947e-01,6.31578947e-01,5.09570774e-01,6.33558299e-01
6.34085213e-01,6.34085213e-01,4.93365505e-01,6.36028513e-01
6.36591479e-01,6.36591479e-01,4.79401125e-01,6.38498380e-01
6.39097744e-01,6.39097744e-01,4.67677632e-01,6.40967900e-01
6.41604010e-01,6.41604010e-01,4.58195027e-01,6.43437072e-01
6.44110276e-01,6.44110276e-01,4.50953311e-01,6.45905898e-01
6.46616541e-01,6.46616541e-01,4.45952482e-01,6.48374377e-01
6.49122807e-01,6.49122807e-01,4.43192541e-01,6.50842508e-01
6.51629073e-01,6.51629073e-01,4.42673488e-01,6.53310293e-01
6.54135338e-01,6.54135338e-01,4.44395323e-01,6.55777730e-01
6.56641604e-01,6.56641604e-01,4.48358046e-01,6.58244820e-01
6.59147870e-01,6.59147870e-01,4.54561657e-01,6.60711563e-01
6.61654135e-01,6.61654135e-01,4.63006155e-01,6.63177959e-01
6.64160401e-01,6.64160401e-01,4.73691542e-01,6.65644008e-01
6.66666667e-01,6.66666667e-01,4.86617817e-01,6.68109710e-01
6.69172932e-01,6.69172932e-01,5.01784979e-01,6.70575065e-01
6.71679198e-01,6.71679198e-01,5.19193030e-01,6.73040094e-01
6.74185464e-01,6.74185464e-01,5.38841968e-01,6.75505804e-01
6.76691729e-01,6.76691729e-01,5.60731795e-01,6.77972749e-01
6.79197995e-01,6.79197995e-01,5.84862509e-01,6.80440931e-01
6.81704261e-01,6.81704261e-01,6.11234112e-01,6.82910348e-01
6.84210526e-01,6.84210526e-01,6.39846602e-01,6.85381001e-01
6.86716792e-01,6.86716792e-01,6.70699980e-01,6.87852890e-01
6.89223058e-01,6.89223058e-01,7.02643538e-01,6.90326014e-01
6.91729323e-01,6.91729323e-01,7.32196623e-01,6.92800375e-01
6.94235589e-01,6.94235589e-01,7.59121484e-01,6.95275971e-01
6.96741855e-01,6.96741855e-01,7.83418122e-01,6.97752802e-01
6.99248120e-01,6.99248120e-01,8.05086537e-01,7.00230870e-01
7.01754386e-01,7.01754386e-01,8.24126729e-01,7.02710174e-01
7.04260652e-01,7.04260652e-01,8.40538697e-01,7.05190713e-01
7.06766917e-01,7.06766917e-01,8.54322442e-01,7.07672488e-01
7.09273183e-01,7.09273183e-01,8.65477964e-01,7.10155499e-01
7.11779449e-01,7.11779449e-01,8.74005263e-01,7.12639745e-01
7.14285714e-01,7.14285714e-01,8.79904338e-01,7.15125227e-01
7.16791980e-01,7.16791980e-01,8.83175191e-01,7.17611946e-01
7.19298246e-01,7.19298246e-01,8.83817819e-01,7.20099899e-01
7.21804511e-01,7.21804511e-01,8.81832225e-01,7.22589089e-01
7.24310777e-01,7.24310777e-01,8.77218408e-01,7.25079515e-01
7.26817043e-01,7.26817043e-01,8.69976367e-01,7.27571176e-01
7.29323308e-01,7.29323308e-01,8.60106103e-01,7.30064073e-01
7.31829574e-01,7.31829574e-01,8.47607616e-01,7.32558205e-01
7.34335840e-01,7.34335840e-01,8.32480905e-01,7.35053574e-01
7.36842105e-01,7.36842105e-01,8.14725972e-01,7.37550178e-01
7.39348371e-01,7.39348371e-01,7.94342815e-01,7.40048018e-01
7.41854637e-01,7.41854637e-01,7.71331434e-01,7.42547094e-01
7.44360902e-01,7.44360902e-01,7.45691831e-01,7.45047406e-01
7.46867168e-01,7.46867168e-01,7.17424004e-01,7.47548953e-01
7.49373434e-01,7.49373434e-01,6.86527955e-01,7.50051737e-01
7.51879699e-01,7.51879699e-01,6.54610169e-01,7.52555756e-01
7.54385965e-01,7.54385965e-01,6.25597617e-01,7.55061010e-01
7.56892231e-01,7.56892231e-01,5.99668798e-01,7.57567501e-01
7.59398496e-01,7.59398496e-01,5.76823710e-01,7.60075227e-01
7.61904762e-01,7.61904762e-01,5.57062355e-01,7.62584189e-01
7.64411028e-01,7.64411028e-01,5.40384733e-01,7.65094387e-01
7.66917293e-01,7.66917293e-01,5.26790843e-01,7.67605821e-01
7.69423559e-01,7.69423559e-01,5.16280685e-01,7.70118490e-01
7.71929825e-01,7.71929825e-01,5.08854259e-01,7.72632396e-01
7.74436090e-01,7.74436090e-01,5.04511566e-01,7.75147537e-01
7.76942356e-01,7.76942356e-01,5.03252605e-01,7.77663913e-01
7.79448622e-01,7.79448622e-01,5.05077376e-01,7.80181526e-01
7.81954887e-01,7.81954887e-01,5.09985880e-01,7.82700374e-01
7.84461153e-01,7.84461153e-01,5.17978116e-01,7.85220458e-01
7.86967419e-01,7.86967419e-01,5.29054085e-01,7.87741778e-01
7.89473684e-01,7.89473684e-01,5.43213785e-01,7.90264334e-01
7.91979950e-01,7.91979950e-01,5.60457218e-01,7.92788125e-01
7.94486216e-01,7.94486216e-01,5.80784384e-01,7.95313153e-01
7.96992481e-01,7.96992481e-01,6.04195282e-01,7.97839416e-01
7.99498747e-01,7.99498747e-01,6.30689912e-01,8.00366914e-01
8.02005013e-01,8.02005013e-01,6.60268274e-01,8.02895649e-01
8.04511278e-01,8.04511278e-01,6.92930369e-01,8.05425619e-01
8.07017544e-01,8.07017544e-01,7.28676196e-01,8.07956825e-01
8.09523810e-01,8.09523810e-01,7.67505755e-01,8.10489267e-01
8.12030075e-01,8.12030075e-01,8.09419047e-01,8.13022945e-01
8.14536341e-01,8.14536341e-01,8.52198460e-01,8.15557858e-01
8.17042607e-01,8.17042607e-01,8.91461259e-01,8.18094008e-01
8.19548872e-01,8.19548872e-01,9.27089347e-01,8.20631393e-01
8.22055138e-01,8.22055138e-01,9.59082724e-01,8.23170013e-01
8.24561404e-01,8.24561404e-01,9.87441389e-01,8.25709870e-01
8.27067669e-01,8.27067669e-01,1.01216534e+00,8.28250962e-01
8.29573935e-01,8.29573935e-01,1.03325459e+00,8.30793290e-01
8.32080201e-01,8.32080201e-01,1.05070912e+00,8.33336854e-01
8.34586466e-01,8.34586466e-01,1.06452894e+00,8.35881654e-01
8.37092732e-01,8.37092732e-01,1.07471405e+00,8.38427689e-01
8.39598997e-01,8.39598997e-01,1.08126445e+00,8.40974961e-01
8.42105263e-01,8.42105263e-01,1.08418013e+00,8.43523468e-01
8.44611529e-01,8.44611529e-01,1.08346111e+00,8.46073210e-01
8.47117794e-01,8.47117794e-01,1.07910737e+00,8.48624189e-01
8.49624060e-01,8.49624060e-01,1.07111893e+00,8.51176403e-01
8.52130326e-01,8.52130326e-01,1.05949577e+00,8.53729853e-01
8.54636591e-01,8.54636591e-01,1.04423790e+00,8.56284539e-01
8.57142857e-01,8.57142857e-01,1.02534532e+00,8.58840461e-01
8.59649123e-01,8.59649123e-01,1.00281803e+00,8.61397618e-01
8.62155388e-01,8.62155388e-01,9.76656024e-01,8.63956012e-01
8.64661654e-01,8.64661654e-01,9.46859310e-01,8.66515641e-01
8.67167920e-01,8.67167920e-01,9.13427884e-01,8.69076505e-01
8.69674185e-01,8.69674185e-01,8.76361747e-01,8.71638606e-01
8.72180451e-01,8.72180451e-01,8.35660900e-01,8.74201942e-01
8.74686717e-01,8.74686717e-01,7.91325340e-01,8.76766514e-01
8.77192982e-01,8.77192982e-01,7.46471698e-01,8.79332322e-01
8.79699248e-01,8.79699248e-01,7.06061137e-01,8.81899366e-01
8.82205514e-01,8.82205514e-01,6.70157261e-01,8.84467645e-01
8.84711779e-01,8.84711779e-01,6.38760070e-01,8.87037161e-01
8.87218045e-01,8.87218045e-01,6.11869564e-01,8.89607912e-01
8.89724311e-01,8.89724311e-01,5.89485743e-01,8.92179898e-01
8.92230576e-01,8.92230576e-01,5.71608608e-01,8.94753121e-01
8.94736842e-01,8.94736841e-01,5.58238158e-01,8.97327579e-01
8.97243108e-01,8.97243107e-01,5.49374393e-01,8.99903273e-01
8.99749373e-01,8.99749372e-01,5.45017313e-01,9.02480203e-01
9.02255639e-01,9.02255636e-01,5.45166918e-01,9.05058369e-01
9.04761905e-01,9.04761900e-01,5.49823209e-01,9.07637770e-01
9.07268170e-01,9.07268162e-01,5.58986185e-01,9.10218408e-01
9.09774436e-01,9.09774423e-01,5.72655846e-01,9.12800281e-01
9.12280702e-01,9.12280680e-01,5.90832192e-01,9.15383389e-01
9.14786967e-01,9.14786931e-01,6.13515224e-01,9.17967734e-01
9.17293233e-01,9.17293173e-01,6.40704941e-01,9.20553314e-01
9.19799499e-01,9.19799399e-01,6.72401343e-01,9.23140130e-01
9.22305764e-01,9.22305600e-01,7.08604430e-01,9.25728182e-01
9.24812030e-01,9.24811758e-01,7.49314202e-01,9.28317470e-01
9.27318296e-01,9.27317845e-01,7.94530660e-01,9.30907993e-01
9.29824561e-01,9.29823815e-01,8.44253803e-01,9.33499753e-01
9.32330827e-01,9.32329591e-01,8.98483631e-01,9.36092748e-01
9.34837093e-01,9.34835047e-01,9.57220144e-01,9.38686978e-01
9.37343358e-01,9.37339973e-01,1.02046334e+00,9.41282445e-01
9.39849624e-01,9.39844021e-01,1.08246641e+00,9.43879147e-01
9.42355890e-01,9.42346615e-01,1.13592451e+00,9.46477085e-01
9.44862155e-01,9.44846804e-01,1.18081210e+00,9.49076259e-01
9.47368421e-01,9.47343011e-01,1.21712918e+00,9.51676669e-01
9.49874687e-01,9.49832630e-01,1.24487575e+00,9.54278315e-01
9.52380952e-01,9.52311342e-01,1.26405181e+00,9.56881196e-01
9.54887218e-01,9.54772004e-01,1.27465736e+00,9.59485313e-01
9.57393484e-01,9.57202790e-01,1.27669240e+00,9.62090666e-01
9.59899749e-01,9.59584131e-01,1.27015693e+00,9.64697254e-01
9.62406015e-01,9.61883635e-01,1.25505095e+00,9.67305078e-01
9.64912281e-01,9.64047697e-01,1.23137446e+00,9.69531071e-01
9.67418546e-01,9.65987594e-01,1.19912745e+00,9.70862602e-01
