x,u_exact,u_uniform,u_radapted
9.69924812e-01,3.67062954e-01,3.67093684e-01,3.67022764e-01
9.72431078e-01,3.43578869e-01,3.42311446e-01,3.43540401e-01
9.74937343e-01,3.18978656e-01,3.16473043e-01,3.18922276e-01
9.77443609e-01,2.93214549e-01,2.89578477e-01,2.93168389e-01
9.79949875e-01,2.66236743e-01,2.61627746e-01,2.66213008e-01
9.82456140e-01,2.37993310e-01,2.32620852e-01,2.37954492e-01
9.84962406e-01,2.08430108e-01,2.02557794e-01,2.08391691e-01
9.87468672e-01,1.77490683e-01,1.71438571e-01,1.77478887e-01
9.89974937e-01,1.45116175e-01,1.39263185e-01,1.45091413e-01
9.92481203e-01,1.11245214e-01,1.06031635e-01,1.11222205e-01
9.94987469e-01,7.58138153e-02,7.17439204e-02,7.58148013e-02
9.97493734e-01,3.87552631e-02,3.64000422e-02,3.87423228e-02
1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
