x,y,z,logz
0.331250,0.287500,8.488063e-02,-1.071191e+00
0.337500,0.287500,9.006599e-02,-1.045439e+00
0.343750,0.287500,9.535146e-02,-1.020673e+00
0.350000,0.287500,1.007228e-01,-9.968723e-01
0.356250,0.287500,1.061685e-01,-9.740043e-01
0.362500,0.287500,1.116793e-01,-9.520273e-01
0.368750,0.287500,1.172477e-01,-9.308956e-01
0.375000,0.287500,1.228676e-01,-9.105627e-01
0.381250,0.287500,1.289281e-01,-8.896525e-01
0.387500,0.287500,1.350329e-01,-8.695604e-01
0.393750,0.287500,1.411784e-01,-8.502318e-01
0.400000,0.287500,1.473615e-01,-8.316159e-01
0.406250,0.287500,1.535800e-01,-8.136654e-01
0.412500,0.287500,1.598318e-01,-7.963369e-01
0.418750,0.287500,1.661154e-01,-7.795902e-01
0.425000,0.287500,1.724295e-01,-7.633884e-01
0.431250,0.287500,1.787733e-01,-7.476974e-01
